Mr. Saturday Night,Billy Crystal,,Comedy; StandUp Comedians
Much Ado About Nothing,Keanu Reeves; Kate Beckansale; Denzel Washington; Emma Thompson; Michael Keaton,William Shakespeare,Shakespeare Romantic Comedy
Muholland Falls,Christopher Penn,,Drama; cops
Multiplicity,Michael Keaton,,Comedy; cloning
Munich,,Steven Spielberg,Drama; 1972 Olympic kidnappings
Munster Go Home,Fred Gwynn,,Comedy
Murder By Death,Peter Falk,,Detective Comedy
Murder by Numbers,Sandra Bullock; Chris Penn,,Mystery
Murder on the Orient Express,Peter Ustinov,,Mystery; Agatha Christie's Hercule Poirot
Murphy's Law,Charles Bronson,,Drama; Cops/Murder Frame/Gangsters
Music and Lyrics,Hugh Grant; Drew Barrymore,,Top 40 songwriters and performers
Music Man,Richard Preston; Shirley Jones; Buddy Hacket; Ron Howard,,Musical; 1912 Iowa
My Best Friend's Wedding,Julia Roberts; Cameron Diaz,,Romantic Comedy
My Big Fat Greek Wedding,,,Romantic comedy
My Cousin Vinny,Fred Gwynn; Joe Pesci,,Comedy; Law
My Favorite Year,,,Drama-Friends-1954
My Name is Nobody,,,Western
My Stepmother is an Alien,Dan Aykroyd; Kim Basinger,,Comedy
My Two Jakes,Jack Nicholson; Meg Tilly; Harvey Keitel; Madeleine Stowe,Jack Nicholson,Mystery
Mysterious Island,Patrick Stewart; Kyle MacLaughlin; Omar Gooding; Vinnie Jones,Jules Verne,Science Fiction; giant creatures
Mystic River,Sean Penn; Tim Robbins; Kevin Bacon; Lawrence Fishburne,Clint Eastwood,Drama; Murder Investigation
Naked Face,Roger Moore,,Psychologist - Gangsters
Naked Gun,Leslie Nielson; OJ Simpson; Reggie Jackson; Ricardo Montalban; Priscilla Presley,,Comedy; Cops
Naked Gun 2.5,Leslie Nielson; OJ Simpson; Priscilla Presley,,Comedy; Cops
Naked Gun 3.33 - The Final Insult,Leslie Neison; OJ Simpson; Priscilla Presley,,Comedy; Cops
Nashville,Henri Gibson,Robert Altman,Drama; Musical
National Parks:  America's Best Idea,Disk 1,Ken Burns,Documentary
Natural,Robert Redford; Kim Basinger; Glenn Close,,Baseball
Natural Born Killers,Woody Harrelson; Tommy Lee Jones; Robert Downey Jr.; Rodney Dangerfield,Oliver Stone; Quentin Tarantino,Drama; killers
Neighbors,John Belushi; Dan Aykroyd,,Comedy
Net,Sandra Bullock,,Computer Terrorists
NetForce,Kris Kristofferson; Judge Reinhold; Brian Dennehy,Tom Clancey (Writer),Drama; Science Fiction Internet Crime
Network,Peter Finch; Faye Dunaway,,Drama; TV
Nevada Smith,Steve McQueen,,Western
Never Back Down,,,Drama; Street fighting
Never Let Me Go,Andrew Garfield; Carey Mulligan; Keira Knightly,,Science Fiction; Cloning for body parts
Never Say Never Again,Sean Connery,Broccoli and Saltzman,James Bond
New Jack City,Wesley Snipes; IceT; Judd Nelson; Vanessa Williams,,Black Mafia
New York Stories,Roseanna Arquette; Woody Allen,Woody Allen; Francis Ford Coppola; Martin Scorcese,Comedy--3 Skits
Newton Boys,Matthew McConaughey; Ethan Hawke,,Drama; Bank Robbers
Next Man,,,
Night at The Opera,Marx Brothers,,Comedy
Night at the Roxbury,Richard Grieco; Will Farrell; Chris Katton; Loni Anderson; Dan Nahaya; Molly Shannon,,Comedy; night clubs
Night of the Grizzly,Clint Walker; Keenan Wynn; Ron Ely,,Western
Night Shift,Henry Winkler; Michael Keaton,Ron Howard,Comedy
Nightfall,,,Science Fiction; Isaac Asimov
Nightmare Before Christmas,,Tim Curry,Animation
Nine and a half weeks,Mickey Rourke; Kim Basinger,,Drama; Relationship
Nine to Five,Dolly Parton; Lily Tomlin,,Comedy; Workplace
Nixon,Anthony Hopkins; Ed Harris,Oliver Stone,Drama
No Time For Sergeants,Andy Griffith; Don Knotts; Myrom McCormick,,Comedy; Air Force
Normal Life,,,
North by Northwest,Carey Grant; Eva Marie Saint; James Mason,Alfred Hitchcock,Adventure
North to Alaska,John Wayne,,Romantic Gold Rush Adventure
Not Another Teen Movie,,,Comedy; teen comedy satire
Notorious,,Alfred Hitchcock,
Now is Good,Jeremy Irvine; Dakota Fanning,,Romantic Drama; terminal illness
Now You See Me,Woody Harrelson; Jesse Eisenberg; Isla Fisher; Mark Ruffalo; Morgan Freeman; Michael Caine,,FBI:  Magicians and Thieves
 Now You See Me 2,Woody Harrelson; Jesse Eisenberg; Mark Ruffalo; Morgan Freeman; Michael Caine,,FBI:  Magicians and Thieves - Four Horsemen
Nutty Professor,Jerry Lewis,,Comedy
Oceans 11,Brad Pitt; Matt Damon; George Clooney; Casey Affleck; Don Cheadle; Elliot Gould; Andy Garcia; Julia Roberts,,Professional Theives
Oceans 12,Brad Pitt; Matt Damon; George Clooney; Casey Affleck; Don Cheadle; Elliot Gould; Andy Garcia; Julia Roberts; Catherine Zeta Jones,,Professional Theives
Ocean's Eleven,Cesar Romero; Angie Dickenson; Sammy Davis Jr.; Dean Martin; Frank Sinatra; Peter Lawford; Joey Bishop,,Las Vegas Heist Comedy
Octopussy,Roger Moore; Desmond Llewelan; Maud Adams,Albert Broccoli,James Bond
Odd Couple,Jack Lemmon; Walter Matthau,Neil Simon,Comedy
Oddessa File,Jon Voight,,Mystery; Nazis
Ode to Billy Joe,,,Romantic drama
Office Space,Jennifer Aniston,MIke Judge,Comedy; computer company
Oh God!,George Burns; Teri Garr; John Denver,,Comedy
Oklahoma,,,Musical
Oklahoma Crude,,,Drama; Oil
OldBoy,,,Korean Prison Movie
Oliver,,,Musical; Pickpockets & Orphanage
Omega Man,Charleton Heston,,Science Fiction
Omen,,,Child Murderers - Kinetics
On Any Sunday,,,Documentary; Motorcycle racing
On Any Sunday II,,,Motorcycle Racing Documentary
On Her Majesty's Secret Service,George Lazenby; Diana Rigg; Telly Savales,Peter Hunt; Brocolli and Saltzman,James Bond
On the Beach,,,Drama; Nuclear holocaust
On the Town,Frank Sinatra; Ann Miller,,Musical; NY City
On The Waterfront,Marlon Brando; Eva Marie Saint; Karl Malden; Lee J. Cobb; Rod Steiger,Elia Kazan; Sam Spiegel,Romantic Drama; Gangsters
Once Upon a Time in America,Robert De Niro; James Woods; William Forsythe; Elizabeth McGovern; Jennifer Connelly ,Sergio Leone,Gangsters:  Prohibition
Once Upon a Time in China,Jet Li,,Drama; Kung Fu
Once upon a Time in Mexico,Johnny Depp; Antonio Banderas; Selma Hayek; Mickey Rourke; Cheech Marin; William Dafoe; Ava Mendez,Robert Rodriquez,Mexican Drug Cartel Action
Once Upon a Time in The West,,Sergio Leone,Western
One & Only,Henry Winkler; Kim Darby; Harold Gould; Harre Villechaise,,Comedy; Big time Wrestling
One Hour Photo,Robin Williams; Connie Nielson,,Psychopathic thriller
One Night at McCools,Liv Tyler; Michael Douglas; Matt Dillon; John Goodman; Reba McIntyre; Paul Reisner,Michael Douglas,Romantic Comedy; Psychology
Open Range,Kevin Costner; Robert Duvall; Annette Bening; Diego Luna,,Western
Opportunity Knocks,Dana Carvey,,Comedy; Con Artists
Ordinary People,Timothy Hutton; Mary Tyler Moore; Donald Sutherland,Robert Redford,Family Problems
Other Guys,Mark Wahlburg; Will Farrell; Michael Keaton; Samuel L. Jackson,,Comedy; NYPD and Ponze schemes
Our Nixon,Richard Nixon; Bob Haldeman; John Ehrlichman,,Documentary; Nixon Tapes
Out of Sight,George Clooney; Jennifer Lopez; Dennis Farina; Michael Keaton,,Bank Robber FBI Jewel Heist
Out of The Past,Robert Mitchum; Kirk Douglas; Jane Greer,,Gangsters detectives fall guys
Out of Time,Denzel Washington,,Mystery
Out to Sea,Walter Matthau; Jack Lemmon; Dyan Cannon; Brent Spiner,,Comedy; Ship Cruise
Outbreak,Dustin Hoffman; Kevin Spacey,,Virus Outbreak
Outland,Sean Connery; Peter Boyle,,Science Fiction
Outlaws is Coming,Three Stoodges; Adam West; Nancy Kovack; Emil Sitka,Norman Maurer,Comedy
Outsiders,Tom Cruise; Patrick Swayze; Rob Lowe; C. Thomas Howell; Ralph Maccio; Matt Dillon; Diane Lane; Leif Garrett; Emilio Estevez,Francis Ford Coppola,Hi School gangs
Pacific Heights,Matthew Modine; Melanie Griffith; Michael Keaton; Carl Lumley,,Drama; Landlords & Crooks
Paint Your Wagon,Lee Marvin; Clint Eastwood; Jean Seberg; Ray Walston,,Western
Pale Rider,Clint Eastwood; Christoper Penn; Carrie Snodgrass; Richard Dysart; Michael Moriarty; Richard Keil,Clint Eastwood,Western
Papillon,Dustin Hoffman; Steve McQueen,,Drama; Prison
Paradise,Melanie Griffith,,Family Problems
Pardners,Jerry Lewis; Dean Martin,,Comedy; Western
Pardon My Sarong,Dean Martin,,Western
Party,Peter Sellers,,Comedy
Passengers,Chris Pratt; Jennifer Lawrence; Laurence Fishbourne; Andy Garcia,,Science Fiction; suspended animation
Passion Play,Mickey Rourke; Bill Murray; Megan Fox,,Romantic Drama; bird woman and gangsters
Patch Adams,Robin Williams,,Drama; Medical School
Patriots Day,Mark Wahlburg; Kevin Bacon; John Goodman; Michelle Monaghan,,Drama; 2013 Boston Marathon terrorist bombing
Pawn Sacrifice,Tobey McGuire,,Bobby Fischer Chess Champion
Payback,Mel Gibson,,Action; Mafia
Paycheck,Ben Affleck; Uma Thurman,,Science Fiction
Pearl Harbor,Ben Affleck; Kate Beckinsale; John Voight; Cuba Gooding Jr.; Alec Baldwin,Jerry Bruckenheimer,WWII drama
Pelican Brief,Julia Roberts; Denzel Washington,John Grisham novel,Drama; Political Crimes
Pennies From Heavan,Steve Martin,,Musical
Perfect World,Clint Eastwood; Kevin Costner,,Drama;  Cops & Robbers
Perks of Being a Wallflower,Dylan MacDermott; Joan Cusack; Brian Balzerini,John Malkovich,High School Drama
Peter Pan,,,Animation
PickUp Artist,Robert Downey; Jr.; Molly Ringwald; Danny Aiello; Vanessa Williams; Harvey Keitel,,Romantic Comedy; Gambling/Mobsters
Picture Perfect,Jennifer Aniston,,Comedy; Romance
Pink Panther,Peter Sellers,,Comedy
Pink Panther Strikes Again,Peter Sellers,,Comedy
Pinnochio,,,
Pirate Radio,Phillip Seymour Hoffmann,,Comedy; British Rock radio station
Pirates of The Carribean,Johnny Depp,Jerry Bruckheimer,Disney
Pitch Black,Radha Mitchell; Vin Diesel; Cole Hauser,,Science Fiction
Planet of The Apes,Charleton Heston,,Science Fiction
Planet of the Apes-2001,Mark Wahlburg; Tim Roth; Kris Kristofferson,Tim Burton,Science Fiction
Platoon,Tom Berenger; Charlie Sheen; Wiliam DaFoe,Oliver Stone,Vietnam War
Play it Again- Sam,Woody Allen; Diane Keaton; Tony Roberts,Woody Allen,Romantic Comedy; Humphrey Bogart speaks to loser
Play Misty For Me,Clint Eastwood,,Drama; Radio DJ & Fatal Attraction
Players,Pancho Gonzales,,Drama; Romance; Tennis
Pleasantville,William H. Macy; Joan Allen; Reese Witherspoon; Don Knotts,,Comedy; 50's TV show.  Twilight Zone
Pledge,Jack Nicholson; Robin Wright Penn; Harry Dean Stanton; Mickey Rourke,Sean Penn,Drama; Serial Killer
Pocohontos,,Walt Disney,Animation
Point Blank,Lee Marvin; Angie Dickinson; Carrol O Conner; James Sikking,,Crime Drama
Point Break,Patrick Swayze; Keeanu Reeves,,FBI- Bank Robbers. Special Agent Utah
Point Break,,,FBI- Daredevil murderers. Special Agent Utah
Point of No Return,Bridget Fonda; Harvey Keitel,,Govt. Assasins
Police Academy,Steve Gettenberg; Kim Catrall; Donovan Scott; Bubba Smith,Jerry Paris,Comedy
Police Academy 2,Steve Guttenberg; Tim Kazurinsky; Bubba Smith,Jerry Paris,Comedy
Police Academy 3,Steve Gettenberg; Donovan Scott; Bubba Smith; Tim Kazurinsky; Michael Winslow; Bobcat Goldwaith,Jerry Paris,Comedy
Police Squad: Complete Series,Leslie Neilson; Alan North; Rex Harrison; William Shatner; Florence Henderson; Lorne Greene,,Comedy; TV Series
Pope of Greenwich Village,Mickey Rourke; Darryl Hannah; Eric Roberts; Burt Young; Geraldine Page; Frank Vincent,,Gangsters - cousins hanging out
Poseidon Adventure,Ernest Borgnine; Shelly Winters,,Drama; Shipwreck
Postcards From The Edge,,,Drama; Female friendships
Postman Always Rings Twice,Lana Turner,,Mystery
Pray For The Angels,,,
Prelude to a Kiss,Alec Baldwin; Meg Ryan,,Romantic Drama and Fantasy
Premonition,Sandra Bullock,,Death and Clairavoyance
Presidio,Mark Hamill; Sean Connery; Meg Ryan,,Murder mystery
Presumed Innocence,Harrison Ford,,Murder trial
Pretty in Pink,Andrew McCarthy; Molly Ringwald; Jon Cryer,,High School Love
Pretty Poison,Anthony Perkins; Tuesday Weld,,Mystery; Romantic Drama
Pretty Woman,Richard Gere; Julia Roberts,,Love Story - Hookers
Pride and Glory,Ed Norton; Colin Farrell; Jon Voight,,Drama; Crooked Cops
Pride of the Yankees,Gary Cooper; Babe Ruth; Bill Dickey,,Drama; Lou Gehrig story
Prisoner of 2nd Ave.,Jack Lemmon,,Unemployment in NYC
Prizzi's Honor,Jack Nicholson; Kathleen Turner,,Drama; Mafia
Producers,,Mel Brooks,Comedy; Theatre
Profane Comedy,,,
Professional,Sylvester Stallone,,Mafia
Proof of Life,Meg Ryan; Russell Crowe; David Caruso,,Drama; kidnapping in S. America
PS I Love You,Hilary Swank; Lisa Kudrow; Kathy Bates,,Irish Romantic Drama/Comedy
Psycho,,Alfred Hitchcock,Horror
Public Enemies,Johnny Depp; Christian Bale,Michael Mann,Drama; John Dillinger
Pulp Fiction,John Travolta; Samuel Jackson; Uma Thurman; Harvey Keitel,Quentin Tarantino,Gangsters
Purple Rose of Cairo,Jeff Daniels,Woody Allen,Drama; Movie Character comes to life
Pushing Tin,John Cusack; Billy Bob Thornton; Angelina Jolie; Kate Blanchett,,Drama; air traffic controllers
Quick Change,Bill Murray,,Comedy; Cops & Robbers
QuickSilver,Kevin Bacon,,Bicycle Messengers
Quiet Earth,,,Science Fiction; Australian Picture
Quiz Show,,Robert Redford,Game Show Scandal
Race With The Devil,Peter Fonda,,Twilight Zone Car chases
Radio Days,Michael Tucker,Woody Allen,Comedy; Radio and before TV
Rage,George C. Scott,,Revenge for Death
Raid on Entebbe,Charles Bronson; Sylvia Sidney; Peter Finch; Ed Constantine; Yaphet Lotto; Martin Balsam,,Drama; Palestinian terrorists
Raiders of the Lost Ark,Harrison Ford; Karen Allen,,Asian Adventure
Rain Man,Tom Cruise; Dustin Hoffman,,Handicapped Person
RainMaker,Matt Damon; Mickey Rourke; Danny Devito,John Grisham novel,Courtroom drama
Rancho Deluxe,Jeff Bridges,,Western; Comedy Sex
Ransom,Rene Russo; Mel Gibson,Ron Howard,Kidnapping
Rat Race,Cuba Gooding; Jr.; Jon Lovitz; Whoopi Goldberg; Seth Green,,Comedy
Reader,Ralph Fiennes; Kate Winslet,,Romantic Drama; Nazi War criminals
Real Steel,Hugh Jackman; Olga Fonda,,Science Fiction; Rockem Sockem Robots
Rear Window,James Stewart; Raymond Burr,Alfred Hitchcock,Murder Mystery
Recruit,Al Pacino; Colin Farrell,,Drama; CIA Training
Red Corner,Richard Gere; Bai Ling; Bradley Whitford,,Mystery; Chinese Conspiracy
Red Dawn,,,War
Red Heat,Jim Belushi; Arnold Shwarzenegger,,Cops
Red Planet Mars,,,Science Fiction
Red River,John Wayne; Richard Brennan;Montgomery Clift; Harry Carey Sr.; Harry Carey Jr.,Howard Hawk,Western
Reds,Warren Beatty; Jack Nicholson; Diane Keaton,,Drama
Ref,Denis Leary; Kevin Spacey,,Comedy; Kidnapping
Reindeer Games,Ben Affleck; Charlize Theron; Dennis Farina; Gary Sinese; Isaac Hayes,John Frankenheimer,Drama; Casino robbers
Religulous,Bill Maher,Bill Maher,Documentary; Agnosticism
Reluctant Astronaut,Don Knotts; Leslie Nielson,,Comedy; NASA
Report to the Commissioner,Michael Moriarty,,Murder Mystery
Return of a Man Called Horse,,,Western
Return of the Pink Panther,Peter Sellers,,Comedy
Revenge,Kevin Costner; Madeleine Stowe; Anthony Quinn; John Leguizamo,Tony Scott,Drama; Romance/Mexican Mafia/Murder
Revenge of the Nerds,Ted McGinley,,Comedy; College
Revenge of the Nerds II: Nerds in Paradise,,,Comedy; College
Revenge of the Nerds IiI: Next Generation,,,Comedy; College
Ride 'Em Cowboy,Bud Abbott; Lou Costello,,Comedy
Right Stuff,Ed Harris; Sam Shepard,,US Space program
Righteous Kill,Robert De Niro; Al Pacino; John Leguizamo,,Crime Drama; Serial Killer
Rio Bravo,John Wayne,,Western
Rio Grande,John Wayne; Maureen O'Hara; Harry Carey Jr.; Ben Johnson,John Ford,Western
Rio Lobo,John Wayne,,Western
Riot Club,Tom Hollander,,Drama; Oxford College Elitist Club
Ripley's Game,John Malkovich,,Drama; Professional Killers
Rising Sun,Sean Connery; Wesley Snipes; Harvey Keitel,Michael Crichton,Mystery; Japanese
Risky Business,Tom Cruise; Rosanna Arquette,,Pimps & Hookers
River of No Return,Robert Mitchum; Marilyn Monroe,,Western
River Wild,Kevin Bacon; Merryl Streep,,Drama; Murder/kidnapping
Road to Morocco,Bing Crosby; Bob Hope,,Musical
Road to Perdition,Tom Hanks; Jude Law; Paul Newman; Jennifer Jason Leigh,,Mafia Drama
RoadHouse,Patrick Swayze; Ben Gazarra; Red West,,Drama; Bar Bouncers
Robbery,,,
Robin Hood: Men in Tights,Dom Deluise; Mel Brooks,Mel Brooks,Comedy/Musical
Robocop,,,Science Fiction
Rock 'n Roll High School,,,Comedy
RockNRolla,Tom Wilkenson,,British/Russian Gangsters
Rocky,Sylvester Stallone; Talia Shire,,Boxing
Rocky Horror Picture Show,,,Musical
Rodan,,,Godzilla's rival
Rollerball,James Caan,,Science Fiction; sports
Rollover,Kris Kristofferson; Jane Fonda,,Economic disaster
Romance and Cigarettes,James Gandolfini; Christopher Walken; Susan Sarandon; Mandy Moore; Mary Louise Parker; Kate Winslet,John Turturro; Cohn Brothers,Musical; Cancer/Spouse cheating
Romancing the Stone,Michael Douglas; Kathleen Turner; Danny Devito,,South American Adventure
Romeo & Juliet (1996),Brian Dennehy; Leonardo Decaprio; Claire Danes,,Musical; Shakesphere
Ronin,Robert De Niro,John Frankenheimer,Crime Drama
Rookie,Clint Eastwood; Charlie Sheen,,Cops
Room Service,Marx Brothers,,Comedy
Rooster Cogburn,John Wayne,,Western; True Grit Sequel
Rosebud,,,Mad Slasher
Rounders,Matt Damon; Ed Norton; John Malkovich; Martin Landau; John Turturro,,Drama; Gambling pros
Roxanne,Steve Martin; Darryl Hannah,,Firemen - romance - comedy
Rumblefish,Mickey Rourke,,InnerCity gang fights
Run All Night,Liam Neeson; Ed Harris,,Gangsters and Family
Runaway Jury,John Cusack; Dustin Hoffmann; Gene Hackman; Rachel Weicz; Jennifer Beals; Nora Dunn,John Grisham,Legal Drama; Jury Tampering
Runnin' Down a Dream,Tom Petty and The Heartbreakers,,Documentary
Rush Hour,Jackie Chan; Chris Tucker,,Comedy; Karate
Russians are Coming- Russians are Coming,Alan Arkin,,Comedy
Sacco & Venzetti,,,True Story-Bank robbers
Salzburg Connection,,,
Samsara,,,Art & Photography of the World
Santa Clause II,Tim Allen; Elizabeth Mitchell,,Comedy
Saturday Night Fever,John Travolta,,Drama; dancing
Savages,Selma Hajek; Blake Lively,Oliver Stone,Drama; Mexican Mafia and American Pot Dealers
Save the Tiger,Jack Lemmon,,Arson
Saving Mr. Banks,Tom Hanks; Emma Thompson; Paul Giamatti; Colin Ferrell,,True Story; Making of Mary Poppins
Saving Private Ryan,Tom Hanks; Dennis Farina; Matt Damon,Steven Speilberg,Drama; World War II
Scarface,Al Pacino; MIchelle Pfeiffer,Oliver Stone,Spanish Drug Lords drama
Scarlett Letter,Demi Moore; Robert Duvall,,Puritans 1600 drama
Scent of a Woman,Al Pacino; Chris O'Donnell,,Drama; Handicapped person
Schindler's List,,Steven Spielberg,The Holocaust
Schtick,Burt Reynolds,,Action
Score,Robert De Niro; Ed Norton; Marlon Brando; Angela Bassett,Frank Oz,Safecrackers
Scorpio,,,Action
Scorpion Spring,Matthew McConaughey; Esai Morales,,Drug dealers spaghetti western style
Sea of Love,Al Pacino; Ellen Barken,,Drama; homicide and romance
Searchers,John Wayne; Natalie Wood,,Western
Seargent Bilko,Steve Martin; Max Casala,,Comedy; Army
Secret Life of Walter Mitty,Ben Stiller; Shirley MacLaine; Sean Penn,Ben Stiller,Fanstasy Adventure - Journalist
Secret of My Success,Michael J. Fox,,Comedy; Business World
Secretariat,Diane Lane; John Malkovich,Randall Wallace,Greatest race horse of all time
Seems Like Old Times,Goldie Hawn; George Segal,Neil Simon,Comedy; Law
Selma,Tim Roth; Martin Sheen; Cuba Gooding Jr.,,Martin Luther King movement and Civil Rights
Senseless,David Spade,,Comedy; 5 senses magnified
Sentinel,Keifer Sutherland; Michael Douglas; Kim Basinger; Eva Longoria,,Drama; Secret Service
September Dawn,Trent Lott; Tamara Hope; Jon Voight,Christopher Cain,Western
Serpent's Eggs,,,Drama; AntiSemitism
Serpico,Al Pacino,,Drama; Police corruption
Seven Faces of Dr. Lao,Tony Randall; Barbara Eden,,Science Fiction Fantasy Western
Seventies,Guy Torry; Vanessa Shaw; Amy Smart; Brad Rowe,,Drama; Sign of the Times: 70's
Sex and The Single Parent,,,Romance - kids
Shadow,Alec Baldwin,,Comic Book; 40's
Shampoo,Warren Beatty; Lee Grant; Goldie Hawn,,Drama; swinger
Shamus,Burt Reynolds,,Action; cops
Sharkey's Machine,Burt Reynolds,,Action; cops
She Wore a Yellow Ribbon,John Wayne; Harry Carey Jr.; Ben Johnson,John Ford,Western
Shergar -- Discover the Heart of a Champion,Mickey Rourke; Ian Holm; David Warner,,Drama; Horsenapping & the IRA
Sherlock Holmes,Robert Downey Jr.; Jude Law; Rachel MacAdams,,Sherlock Holmes
Sherlock Holmes Smarter Brother,Gene Wilder,,Comedy
She's So Lovely,John Travolta; Sean Penn,,Drama; Romance Mental Illness
Shootist,John Wayne,,Western
Short Circuit,Steve Guttenburg; Ally Sheedy,,Comedy; Robots
Shot in The Dark,Peter Sellers,,Comedy; Inspector Clouseau
Showtime,Robert De Niro; Eddie Murphy; Renee Russo; William Shatner,Will Smith (Producer),Cop Drama/Comedy/Hollywood
Shrek,Mike Myers; Cameon Diaz; Eddie Murphy; John Lithgow,,Animation
Shrek 2,Eddie Murphy; John Cleese; Cameron Diaz; Antonio Banderas; Mike Myers,,Animation
Shutter Island,Leonardo DiCaprio; Mark Ruffalo; Max Von Sydow,Martin Scorcese,Drama; Mental Institution
Sicko,,Michael Moore,Documentary; US HealthCare
Sideways,Paul Giamati; Sandra Oh; Virginia Madsen,,Drama; Calif wineries and affairs
Signs,Mel Gibson,,Science Fiction
Silence of The Lambs,Jodie Foster; Anthony Hopkins,,Psychopathic killers
Silent Movie,Mel Brooks; Dom Deluise; Burt Reynolds; Marty Feldman; Marcel Marceau,Mel Brooks,Comedy
Silent Partner,Elliot Gould; Christopher Plummer; John Candy; Suzannah York,,Drama; Bank Robbery
Silent Running,,,Science Fiction
Silkwood,Meryl Streep; Kurt Russell; Cher,,Drama; Radiation
Silver Streak,Richard Pryor; Jill Clayburgh; Gene Wilder,,Comedy; trains
Silverado,Kevin Kline; Brian Dennehy; Jeff Goldblum,,Western
Sin City,Mickey Rourke; Bruce Willis; Brittany Murphy; Clive Owen; Jessica Alba; Josh Hartnett; Bernico De Tores; Nick Stahl; Rosalie Dawson; Elijah Wood; Robert Rodriguez,Robert Rodriguez; Quentin Tarantino,Comic Book
Singing in The Rain,Gene Kelly; Debbie Reynolds; Donald O'Connor,Gene Kelly,Musical
Sixteen Candles,Molly Ringwald; Anthony Michael Hall; John Cusack; Joan Cusack,John Hughes,Romantic Comedy; High School
Sixth Day,Arnold Shwarzeneggar; Robert Duvall; Tony Goldwyn; MIchael Rappaport,,
Sixth Sense,Bruce Willis; Osman Haley,,Horror
Skyfall,Daniel Craig; Ralph Fiennes; Judi Dench,Albert Broccoli,James Bond
Skyjacked,,,Hijacking
Slap Shot 2,Stephen Baldwin; Gary Busey,,Comedy; Ice Hockey
Slap Shot 3,Leslie Nielson; Steve Carlson; Jeff Carlson; Dave Hanson; Mark Messier; Doug Gilmour,,Comedy; old time hockey
Slapshot,Paul Newman; Michael Ontkean; Hanson Bros.,,Comedy; hockey
Sleeper,Woody Allen; Diane Keaton,Woody Allen,Science Fiction; comedy
Sleepers,Jason Patric; Brad Pitt; Kevin Bacon; Minnie Driver; Robert De Niro; Dustin Hoffman,Barry Levinson,Drama; Boys home sexual abuse
Sleeping With The Enemy,Julia Roberts,,Drama; Abusive husband
Sleepless in Seattle,Meg Ryan; Tom Hanks,Nora Ephron,Romantic comedy
Sleuth,Michael Caine,,Detective story
Small One,,,Animation
Small Time Crooks,Woody Allen; Tracy Ullman; John Lovitz; Hugh Grant,Woody Allen,Comedy; crooks & entrepreneurs
Smile,Bruce Dern,,Drama; Beauty pageant
Smokey and the Bandit,Burt Reynolds; Sally Fields,,Crooks - car chases
Smokey and The Bandit- Part II,Burt Reynolds; Sally Field; Jackie Gleason; Paul Williams; Jerry Reed; Terry Bradshaw; Mean Joe Green,,Comedy
Smokin' Aces,Alicia Keys; Ray Liotta; Ben Affleck; Andy Garcia,,Comic Book; Gangsters and FBI
Smokin' Aces II:  Assasins Ball,Tom Berenger; Autumn Reeser,,Comic Book; Assasins and FBI
Snatch,Brad Pitt; Vinnie Jones; Bernico De Moya; Dennis Farina,,Gangsters: British Russian American Jewish British Black
Sneakers,Robert Redford,,Computer Criminals - Drama
Snoopy Come Home,,Charles M. Schulz,Animation
Snow Falling on Cedars,Ethan Hawke,,Legal Drama; Murder/Japanese Prejudice
Snow Queen,,,Animation
Snowden,Nicholas Cage,Oliver Stone,True story of CIA Whistleblower
Soapdish,,,Comedy; Soap Operas
Social Network,Jesse Eisenberg,,Legal Drama; founder of Facebook
Soldier's Story,,,Drama; Military investigation
Some Like It Hot,Tony Curtis; Jack Lemmon,,Comedy; CrossDressing
Something About Amelia,Ted Danson; Glenn Close,,Drama; Child Molestation
Something Wild,Jeff Daniels; Melanie Griffith,,Romantic comedy
Somethings Gotta Give,Jack Nicholson; Keeanu Reeves; Frances MacDormand; Diane Keaton; Amanda Peete,,Romantic comedy
Somewhere in Time,Christopher Reeve; Jane Seymour,,Romantic Drama; Mackinaw Island Grand Hotel
Son of Flubber,Fred McMurray,,Disney Comedy
Sound of Music,,,Drama; Musical family
South Pacific,,,Musical; WWII
Soylent Green,Charleton Heston; Edward G. Robinson,,Science Fiction
Space Cowboys,Clint Eastwood; Tommy Lee Jones; Donald Sutherland; James Garner,Clint Eastwood,Science Fiction
Space Hunter,,,Science Fiction; 3D
Spaceballs,,Mel Brooks,Comedy; Science Fiction
Spanish Prisoner,Campbell Scott; Steve Martin; Ben Gazzara,David Mamet,Con Game
Spartacus,Kirk Douglas,,Roman Gladiators
Specialist,Sylvestor Stallone; Sharon Stone,,Drama; Professional Killer
Speed,Keeanu Reeves; Sandra Bullock,,Action
Spiderman,Tobey McGuire; Kurstin Dunst; William DaFoe; Cliff Robertson,,Comic Book
Spiderman II,Tobey McGuire; Kirsten Dunst,,Comic Book
Spike's Gang,Harry Morgan,,Western
Spirit of St. Louis,James Stewart,,Lindbergh NY to Paris flight
Splash,Tom Hanks; Darryl Hannah; John Candy,,Comedy; romance mermaid
Spy,Susan Cooper,,Comedy
Spy,Jason Statham; Jude Law,,Comedy; James Bond Spoof
Spy Game,Robert Redford; Brad Pitt,Tony Scott,Drama; CIA
Spy Who Loved Me,Roger Moore; Barbara Bach,Broccoli & Saltzman,James Bond
Spy Who Shagged Me,Mike Myers; Heather Graham; Rob Lowe; Elizabeth Hurley,Jay Stark; Demi Moore (Producer),Comedy; Austin Powers
